Recipe,Url,Ingredients,Ratings,Serving,Prepration_Time,Calories,Protein,Carbohydrate,Fat
Orecchiette with Fennel Sausage and Swiss Chard Recipe | Cook the Book,https://www.seriouseats.com/orecchiette-with-fennel-sausage-swiss-chard-recipe,"1 bunch Swiss chard,1/4 cup extra-virgin olive oil,Kosher salt,1/2 large yellow Spanish onion, thinly sliced,12 garlic cloves, thinly sliced lengthwise,2 dried arbol chiles,3/4 pound Fennel Sausage (recipe follows),1/2 teaspoon Aleppo pepper,1 cup chicken stock, or 1/4 cup salted pasta water mixed with 1/4 cup plain water,3 tablespoons unsalted butter,Kosher salt,12 ounces orecchiette,3 tablespoons finishing-quality extra-virgin olive oil,1/4 cup plus 2 tablespoons freshly grated Parmigiano-Reggiano,2 teaspoons fennel pollen,2 tablespoons toasted bread crumbs,3 tablespoons fennel seeds,4 pounds pork shoulder,1 pound pork fatback,3 tablespoons finely chopped garlic (about 10 large cloves),2 tablespoons kosher salt,2 tablespoons sugar,2 tablespoons freshly ground black pepper,2 tablespoons hot paprika,1 tablespoon fennel pollen,1/4 cup red wine vinegar,3/4 cup ice water",0,4,45 mins,753,21,47,55
Oysters Rockefeller Recipe,https://www.seriouseats.com/oysters-rockefeller,"8 tablespoons (4 ounces; 115g) unsalted butter, softened and divided,2 large shallots (4 ounces; 115g), thinly sliced,2 celery ribs (3 1/2 ounces; 100g), thinly sliced, plus 1/4 cup (1/4 ounce; 6g) celery leaves, divided,1/2 fennel bulb (3 1/2 ounces; 100g), cored and thinly sliced, fronds reserved,4 medium garlic cloves, thinly sliced,3 scallions (2 ounces; 60g), white and green parts divided and thinly sliced,Kosher salt,1 tablespoon (15ml) absinthe (optional, see notes),3 cups (1 1/2 ounces; 40g) fresh parsley leaves,1/2 cup (1 ounce; 30g) panko bread crumbs,Rock (ice cream) salt (see notes),24 fresh oysters, scrubbed,Lemon wedges, for serving",0,24,45 mins,97,6,6,5
Pressure Cooker Mushroom Risotto Recipe,https://www.seriouseats.com/pressure-cooker-mushroom-risotto-recipe,"1 quart (950ml) homemade or store-bought low-sodium chicken stock or vegetable stock,1 ounce (30g) dried porcini mushrooms (optional),4 tablespoons (60ml) extra-virgin olive oil,4 tablespoons (50g) unsalted butter,1 1/2 pounds (700g) mixed mushrooms, such as shiitake, cremini, oyster, and chanterelle, trimmed and thinly sliced, stems reserved,Kosher salt and freshly ground black pepper,1 medium yellow onion, finely chopped (about 6 ounces; 170g),2 medium cloves garlic, finely minced,1 1/2 cups (about 300g) risotto rice, such as arborio or vialone nano,2 teaspoons (10ml) soy sauce,1 tablespoon (15ml) light miso paste,3/4 cup (175ml) dry white wine,1/4 cup (60ml) heavy cream (optional; see note),1 ounce (30g) finely grated Parmigiano-Reggiano cheese, plus more for serving,Handful finely minced mixed fresh herbs, such as parsley, chervil, tarragon, and/or chives",19,6,45 mins,320,7,26,18
Penne Boscaiola (Woodsman-Style Pasta With Mushrooms and Bacon) Recipe,https://www.seriouseats.com/penne-boscaiola-mushroom-bacon-pasta-cream-sauce-recipe,"1 ounce (30g) dried porcini mushrooms,3/4 cup (180ml) dry white wine,6 slices thick-cut smoked bacon (about 6 ounces; 170g), cut into thin strips,1 pound (450g) mixed fresh cultivated and wild mushrooms, such as cremini, shiitake, maitake, hedgehog, or oyster, woody ends trimmed, thinly sliced,Extra-virgin olive oil, as needed,1 medium onion (about 7 ounces; 200g), sliced,3 medium cloves garlic, minced,1 teaspoon minced fresh thyme leaves (from about 8 sprigs),Kosher salt and freshly ground black pepper,1 (28-ounce; 795g) can peeled whole tomatoes and their juices, crushed by hand or coarsely puréed with an immersion blender,1 pound (450g) dried tubular pasta, such as penne or rigatoni,3/4 cup (180ml) heavy cream,1/4 cup minced fresh parsley leaves and tender stems (about 1/2 medium bunch),1 ounce (30g) freshly grated Parmigiano-Reggiano cheese, plus more for serving",10,4,45 mins,675,23,64,35
Mushroom and Asparagus Risotto Recipe,https://www.seriouseats.com/mushroom-asparagus-risotto-recipe,"1 quart homemade or store-bought low-sodium chicken stock (1 liter),1 ounce (30g) dried porcini or morel mushrooms (optional),1 1/2 cups (about 300g) risotto rice, such as arborio or vialone nano,1 1/2 pounds (700g) mixed mushrooms, such as shiitake, cremini, oyster, and chanterelle, trimmed and thinly sliced,4 tablespoons (60ml) extra-virgin olive oil,4 tablespoons (50g) unsalted butter,Kosher salt and freshly ground black pepper,1 medium yellow onion, finely chopped (about 6 ounces; 170g),2 medium cloves garlic, finely minced,2 teaspoons (10ml) soy sauce,1 tablespoon (15ml) light miso paste,3/4 cup (175ml) dry white wine,1 pound trimmed asparagus, cut into 1-inch pieces (450g),1/4 cup (60ml) heavy cream (optional; see note),1 ounce (30g) finely grated Parmigiano-Reggiano cheese, plus more for serving,2 tablespoons minced fresh parsley leaves (about 8g),2 tablespoons minced fresh tarragon leaves (about 8g)",5,6,65 mins,344,11,30,19
"Creamy Braised Pork and Bean Stew With Cinnamon, Fennel, and Onion",https://www.seriouseats.com/creamy-braised-pork-and-bean-stew-cinnamon-fennel-and-onion-5217276,,10,0,12 hrs 35 mins,0,0,0,0
The Best Slow-Cooked Bolognese Sauce Recipe,https://www.seriouseats.com/the-best-slow-cooked-bolognese-sauce-recipe,"1 quart (1L) homemade or store-bought low-sodium chicken stock,1 to 1 1/2 ounces powdered gelatin (4 to 6 packets; 30 to 45g), such as Knox (see note),1 (28-ounce; 800g) can peeled whole tomatoes, preferably San Marzano,1/2 pound (225g) finely minced chicken livers,1/4 cup (60ml) extra-virgin olive oil,1 pound (450g) ground beef chuck (about 20% fat),1 pound (450g) ground pork shoulder (about 20% fat),1 pound (450g) ground lamb shoulder (about 20% fat),kosher salt and freshly ground black pepper, divided,4 tablespoons (60g) unsalted butter,1/2 pound (225g) finely diced pancetta,1 large onion, finely minced (about 8 ounces; 225g),2 carrots, finely chopped (about 8 ounces; 225g),4 ribs celery, finely chopped (about 8 ounces; 225g),4 medium cloves garlic, minced,1/4 cup (about 25g) minced fresh sage leaves,1/2 cup (about 50g) minced fresh parsley leaves, divided,2 cups (475 ml) dry white or red wine,1 cup (235 ml) whole milk,2 bay leaves,1 cup (235 ml) heavy cream,3 ounces (85g) finely grated Parmesan cheese,2 tablespoons (30 ml) Vietnamese or Thai fish sauce, such as Red Boat,2 pounds dried or fresh pasta, preferably pappardelle, tagliatelle, or penne",43,10,3 hrs 55 mins,776,49,13,56
Diner-Style Ham and Cheese Omelette for Two Recipe,https://www.seriouseats.com/diner-style-ham-and-cheese-omelette-for-two-recipe-food-lab,"4 or 5 large eggs,Kosher salt and freshly ground black pepper,Small bunch chopped chives, tarragon, or parsley,2 tablespoons (25g) unsalted butter, divided,4 ounces (110g) ham steak, diced,2 to 3 ounces (80g) grated cheddar cheese",0,2,20 mins,462,33,2,35
"Western Omelette With Bell Pepper, Onion, Ham, and Cheese Recipe",https://www.seriouseats.com/western-omelette-with-bell-pepper-onion-ham-and-cheese,"5 large eggs,Kosher salt and freshly ground black or white pepper,2 ounces (55g) grated cheddar, pepper Jack, or Swiss cheese,2 tablespoons (30g) unsalted butter, divided,Half of one large green, red, or yellow bell pepper (4 oz; 110g), stemmed, seeded, and cut into 1/2-inch dice,One quarter of one medium yellow onion (2 oz; 55g), cut into 1/2-inch dice,Pinch smoked paprika,2 1/2 ounces (70g) ham (about 3 slices), cut into 1/2-inch pieces",0,2,25 mins,477,31,8,35
"Diner-Style Asparagus, Bacon, and Gruyère Omelette for Two Recipe",https://www.seriouseats.com/diner-style-asparagus-bacon-gruyere-cheese-omelette-recipe-food-lab,"4 or 5 large eggs,Kosher salt and freshly ground black pepper,Small bunch chopped chives, tarragon, or parsley,4 ounces (120g) bacon, diced,6 ounces asparagus (170g; 6 to 8 stalks), trimmed and sliced thinly on a bias,1 large shallot (about 2 ounces; 60g), thinly sliced,2 to 3 ounces (80g) grated Gruyère cheese,1 tablespoon (15g) unsalted butter",0,2,15 mins,689,38,10,55
Spinach and Feta Gnudi in Mushroom-Saffron Broth,https://www.seriouseats.com/spinach-feta-gnudi-mushroom-broth-5193642,"4 tablespoons (2 ounces; 55g) unsalted butter,2 tablespoons (30ml) extra-virgin olive oil,4 garlic cloves, finely minced,2 teaspoons Aleppo pepper,1 1/2 teaspoons freshly ground black pepper,Pinch saffron threads,1 teaspoon mushroom bouillon, such as Better Than Bouillon Mushroom Base,Kosher salt,15 ounces (430g) whole milk ricotta,4 ounces (115g) feta,10 ounces (285g) fresh baby spinach (see notes),Kosher salt,1 large egg plus 2 large yolks,1/4 cup all-purpose flour (1 1/4 ounces; 35g), plus 2 cups (9 ounces; 255g) for coating the gnudi,1 teaspoon grated lemon zest from 1 lemon,1 teaspoon freshly ground black pepper,2 tablespoons thinly sliced chives,1/2 ounce (15g) finely grated Parmesan",0,4,75 mins,604,26,29,43
French Omelette With Cheese Recipe,https://www.seriouseats.com/french-omelette-cheese-recipe,"3 large eggs,Kosher salt and freshly ground white or black pepper,1 tablespoon (15g) unsalted butter,1 ounce (30g) grated cheese, such as Gruyère, cheddar, or Swiss",0,1,5 mins,440,27,1,36
Creamy Vegan Saag Paneer (With Tofu) Recipe,https://www.seriouseats.com/creamy-vegan-saag-paneer-tofu-recipe,"12 ounces (350g) extra-firm tofu,1 tablespoon (15g) yellow miso paste,3 tablespoons (45ml) lemon juice, divided, plus 1 tablespoon (5g) zest, from 2 to 3 lemons,3 tablespoons (45ml) vegetable oil, divided,Kosher salt and freshly ground black pepper,6 ounces almond, soy, rice, or cashew milk (2/3 cup; 170ml),6 ounces cauliflower florets or peeled sunchokes (170g; about 1/3 of a small head of cauliflower),4 medium cloves garlic (about 20g), finely minced,1 (1-inch) knob ginger (about 20g), peeled and finely minced,1 to 4 green or red Thai chiles (depending on your heat preference), stemmed and finely minced,1 teaspoon ground coriander seeds,1 teaspoon ground cumin seeds,1 teaspoon ground turmeric,1 cardamom pod, smashed,8 ounces (225g) mature spinach, curly if available (see note),8 ounces (225g) arugula or mustard greens, tough mustard green stems removed and discarded (see note)",10,6,60 mins,160,9,9,11
The Food Lab's American Omelettes (and Why You Should Salt Your Eggs in Advance),https://www.seriouseats.com/food-lab-american-omelettes-ham-and-cheese,,0,0,0,0,0,0,0
Borek (Armenian Spinach and Cheese Turnovers),https://www.seriouseats.com/borek-5185229,"8 ounces (225g) Greek feta, crumbled,4 ounces (115g) Muenster or Monterey Jack cheese, shredded,2 1/2 ounces (70g) fresh goat cheese, crumbled,1/2 cup chopped mixed tender herbs and tender stems (about 2 ounces; 60g), such as dill, parsley, mint, and cilantro,4 scallions (2 ounces; 60g), thinly sliced (1/2 cup),2 large eggs (110g), lightly beaten,1/4 teaspoon freshly ground black pepper,10 ounces (285g) frozen chopped spinach, thawed,8 ounces (225g) Greek feta, crumbled,2 1/2 ounces (70g) fresh goat cheese, crumbled,2 ounces (1 packed cup; 60g) chopped mixed tender herbs and tender stems, such as dill, parsley, mint, and cilantro (about 2 packed cups picked herbs before chopping),4 scallions (2 ounces; 60g), thinly sliced (1/2 cup),2 large eggs (110g), lightly beaten,1/4 teaspoon Diamond Crystal kosher salt; for table salt use half as much by volume,1/4 teaspoon freshly ground black pepper,9 (13- by 18-inch) sheets phyllo dough, thawed and rested at room temperature for 30 minutes,10 tablespoons (5 ounces; 140g) unsalted butter,1 tablespoon hulled sesame seeds,1 teaspoon nigella seeds (optional; see notes)",0,16,105 mins,164,5,8,13
"Baked Eggs With Creamy Greens, Mushrooms, and Cheese Recipe",https://www.seriouseats.com/baked-eggs-creamy-greens-swiss-chard-kale-spinach-mushrooms-recipe,"Kosher salt,1 large bunch lacinato kale, tough stems removed, leaves roughly chopped (about 6 ounces; 180g after stemming),1 large bunch Swiss chard, tough stems removed, leaves roughly chopped (about 7 ounces; 200g after stemming),5 ounces (140g) baby spinach,3 tablespoons (45g) unsalted butter, divided,8 ounces (225g) button or cremini mushrooms, stems trimmed and caps sliced,Freshly ground black pepper,2 leeks, white and light green parts only, washed well and thinly sliced (about 9 ounces; 250g total),3 medium cloves garlic, 2 minced or grated and 1 left whole for toast, divided,2 tablespoons (45g) all-purpose flour,1 cup (235ml) half and half,1/2 cup (120ml) milk,3 tablespoons (45ml) dry white wine,1/8 teaspoon freshly grated nutmeg,2 teaspoons (10ml) Dijon mustard,3/4 cup grated Gruyère cheese (2 1/2 ounces; 75g),4 to 6 large eggs,Pinch of red chili flakes, for garnish,4 to 6 slices toasted and buttered bread, such as from a baguette",0,6,50 mins,422,17,35,24
"For the Best Spinach Manicotti, Skip the Manicotti (and Maybe the Spinach, Too)",https://www.seriouseats.com/spinach-ricotta-manicotti-italian-american-pasta,,0,0,0,0,0,0,0
Soufflé Omelette With Cheese Recipe,https://www.seriouseats.com/omelette-souffle-with-cheese,"3 large eggs, separated,Kosher salt and freshly ground black pepper,2 ounces (55g) grated Gruyère or cheddar cheese, divided,Minced fresh chives (optional),1 tablespoon (15g) unsalted butter",6,1,20 mins,550,36,1,44
Risotto ai Gamberi (Shrimp Risotto),https://www.seriouseats.com/risotto-con-i-gamberi-risotto-with-shrimp-5212626,,0,6,60 mins,0,0,0,0
The Foolproof Steps to Making a Perfect French Omelette at Home,https://www.seriouseats.com/how-to-make-french-omelette,,0,0,0,0,0,0,0
Japchae (Korean Glass Noodles With Pork and Vegetables) Recipe,https://www.seriouseats.com/japchae-recipe,"6 dried wood ear mushrooms (about 5g),3 1/2 ounces shiitake mushrooms (100g; about 5 medium shiitakes), stems discarded and caps sliced 1/4 inch thick,3 1/2 ounces (100g) lean boneless, skinless pork shoulder, cut into 2- by 1/4-inch strips,2 tablespoons (30ml) yangjo ganjang (Korean wheat-based soy sauce; see note),2 medium cloves garlic, minced,1 tablespoon granulated sugar,2 teaspoons (10ml) soju,Generous pinch minced peeled fresh ginger,Freshly ground black pepper,1 tablespoon (15ml) vegetable oil,2 large eggs,Vegetable oil, for greasing the pan,2 teaspoons (10ml) vegetable oil,1 small (5-ounce; 140g) yellow onion, thinly sliced pole to pole,1 small (3-ounce; 90g) carrot, cut into julienne,Kosher salt,3 ounces curly spinach (90g; about 3 loosely packed cups),1 small clove garlic, minced,1/2 teaspoon toasted sesame oil,1/2 teaspoon ground roasted sesame seeds,5 1/4 ounces (150g) dangmyeon (Korean sweet potato glass noodles; see note),1 tablespoon (15ml) yangjo ganjang (Korean wheat-based soy sauce; see note),1 teaspoon brown or granulated sugar,2 teaspoons ground roasted sesame seeds,Toasted sesame oil, for drizzling",0,4,90 mins,382,17,44,16
"Flipped Frittata With Asparagus, Spinach, Ham, and Cheese Recipe",https://www.seriouseats.com/flipped-frittata-egg-spanish-tortilla-asparagus-ham-spinach-cheese,"6 large eggs,Kosher salt and freshly ground black pepper,4 tablespoons extra-virgin olive oil, divided (60ml),4 stalks asparagus, sliced on a bias into 1-inch pieces,6 shishito peppers or one green bell pepper, diced,3 medium cloves garlic, sliced,1/2 medium red onion, sliced (about 4 ounces; 120g),1 cup packed spinach leaves, roughly chopped (about 2 ounces; 55g),3 ounces sliced ham, cut into 1/2-inch pieces (90g) (optional),4 ounces medium-firm cheese such as cheddar or Jack, cut into 1/2-inch cubes (120g)",0,4,20 mins,374,18,9,30
Basic Crepe Batter Recipe,https://www.seriouseats.com/basic-crepes-batter-recipe,"2 large eggs,1 1/4 cups whole milk (10 fluid ounces; 280ml),1 cup all-purpose flour (5 ounces; 140g),1 tablespoon melted unsalted butter or vegetable oil (1/2 ounce; 15ml), plus more for cooking,Pinch kosher salt,1 tablespoon (8g) sugar, if making sweet crepes,1 tablespoon minced fresh herbs, such as parsley, tarragon, chervil, or chives (optional; for savory crepes)",5,5,20 mins,188,7,24,6
Sheet-Pan Skirt Steak Fajitas Recipe,https://www.seriouseats.com/sheet-pan-skirt-steak-fajitas,"1/2 cup (120ml) soy sauce,1/2 cup (120ml) fresh lime juice, from 6 to 8 limes,1/2 cup (120ml) canola or other neutral oil,1/4 cup (55g) packed light brown sugar,2 teaspoons ground cumin seeds,2 teaspoons freshly ground black pepper,1 tablespoon chile powder (see notes),3 medium cloves garlic, finely minced (about 1 tablespoon),2 pounds (900g) trimmed skirt steak (about 1 whole steak; see notes), cut crosswise into 5- to 6-inch pieces (see our detailed trimming instructions here),1 large red bell pepper, stemmed, seeded, and cut into 1/2-inch-wide strips,1 large yellow bell pepper, stemmed, seeded, and cut into 1/2-inch-wide strips,1 large green bell pepper, stemmed, seeded, and cut into 1/2-inch-wide strips,1 white or yellow onion, cut into 1/2-inch slices,12 to 16 fresh flour or corn tortillas, hot (see notes),1 recipe guacamole, for serving, if desired,1 recipe pico de gallo, for serving, if desired,Sour cream, shredded cheese, and salsa, for serving, if desired",0,8,4 hrs,689,38,64,31
Grilled Skirt Steak Fajitas Recipe,https://www.seriouseats.com/grilled-skirt-steak-fajitas-food-lab-recipe,"1/2 cup (120ml) soy sauce,1/2 cup (120ml) lime juice, from 6 to 8 limes,1/2 cup (120ml) canola oil,1/4 cup (55g) packed brown sugar,1 tablespoon chili powder (see note),3 medium cloves garlic, finely minced (about 1 tablespoon),2 teaspoons ground cumin seed,2 teaspoons freshly ground black pepper,2 pounds (900g) trimmed skirt steak (about 1 whole steak; see note), cut crosswise into 5- to 6-inch pieces,1 large red bell pepper, stemmed, seeded, and cut into 1/2-inch-wide strips,1 large yellow bell pepper, stemmed, seeded, and cut into 1/2-inch-wide strips,1 large green bell pepper, stemmed, seeded, and cut into 1/2-inch-wide strips,1 white or yellow onion, cut into 1/2-inch slices,12 to 16 fresh flour or corn tortillas, hot,1 recipe guacamole, for serving, if desired,1 recipe pico de gallo, for serving, if desired,Sour cream, shredded cheese, and salsa, for serving, if desired",19,6,4 hrs 20 mins,840,50,81,34
Oysters Rockefeller Recipe,https://www.seriouseats.com/oysters-rockefeller,"8 tablespoons (4 ounces; 115g) unsalted butter, softened and divided,2 large shallots (4 ounces; 115g), thinly sliced,2 celery ribs (3 1/2 ounces; 100g), thinly sliced, plus 1/4 cup (1/4 ounce; 6g) celery leaves, divided,1/2 fennel bulb (3 1/2 ounces; 100g), cored and thinly sliced, fronds reserved,4 medium garlic cloves, thinly sliced,3 scallions (2 ounces; 60g), white and green parts divided and thinly sliced,Kosher salt,1 tablespoon (15ml) absinthe (optional, see notes),3 cups (1 1/2 ounces; 40g) fresh parsley leaves,1/2 cup (1 ounce; 30g) panko bread crumbs,Rock (ice cream) salt (see notes),24 fresh oysters, scrubbed,Lemon wedges, for serving",0,24,45 mins,97,6,6,5
Oysters Oaxacafeller Recipe,https://www.seriouseats.com/oysters-oaxacafeller,"Vegetable cooking spray,2 medium poblano peppers (6 1/4 ounces; 175g), stemmed, halved lengthwise, and seeded,4 large scallions (3 1/2 ounces; 100g),2 tablespoons (1 ounce; 30g) unsalted butter,2 large shallots (4 ounces; 115g), thinly sliced,2 medium garlic cloves, thinly sliced,Kosher salt,1/2 cup (4 ounces; 115g) Mexican crema or sour cream or crème fraîche,Finely grated zest of 1 lime,1/8 teaspoon (1/2g) ground coriander,1 tablespoon (15ml) mezcal (optional),1/2 bunch (about 1 1/2 cups; 30g) fresh cilantro leaves and tender stems, roughly chopped,1/2 cup (1 ounce; 30g) panko bread crumbs,Rock (ice cream) salt (see note),24 fresh oysters, scrubbed,Cayenne pepper,Lime wedges, for serving",0,24,60 mins,75,5,5,4
Lavash (Armenian Flatbread),https://www.seriouseats.com/lavash-armenian-flatbread-5206283,,0,4,15 hrs 30 mins,0,0,0,0
How to Make a Sheet-Pan Dinner With No Recipe,https://www.seriouseats.com/sheet-pan-meal-how-to,,0,0,0,0,0,0,0
"The Best Tamale Pie With Braised Skirt Steak, Charred Corn, and Brown Butter Cornbread Crust Recipe",https://www.seriouseats.com/best-tamale-pie-braised-skirt-steak-beef-charred-corn-brown-butter-cornbread-crust-recipe,"6 tablespoons unsalted butter,2 pounds skirt steak,Kosher salt and freshly ground black pepper,2 whole sweet dried chiles like Costeño, New Mexico, or Choricero, stems and seeds removed,2 whole rich fruity dried chiles like Ancho, Mulatto, Negro, or Pasilla, stems and seeds removed,3 cups homemade or store-bought low-sodium chicken stock,2 tablespoons vegetable or canola oil,1 cup fresh corn kernels from 1 to 2 ears of corn,1 medium onion, thinly sliced,1 red bell pepper, stemmed, seeded, and thinly sliced,1 poblano pepper, stemmed, seeded, and thinly sliced,4 medium cloves garlic, thinly sliced,1 serrano pepper, minced,1 tablespoon ground cumin (preferably from whole seeds),1 teaspoon ground coriander (preferably from whole seeds),1 teaspoon dried oregano,1 cup pitted green olives, sliced,1 tablespoon Worcestershire sauce,1 tablespoon Asian fish sauce,4 ounces grated sharp cheddar cheese (about 1 cup),3 scallions, thinly sliced,1/2 cup fresh cilantro leaves and fine stems, minced,1 cup (about 5 ounces) fine yellow cornmeal,1 cup (about 5 ounces) all-purpose flour,4 tablespoons sugar,2 teaspoons baking powder,1/4 teaspoon baking soda,2 large eggs,6 ounces (about 3/4 cup) sour cream,4 ounces (about 1/4 cup) cultured buttermilk,Sour cream, for serving",0,6,4 hrs,953,46,66,58
Focaccia di Recco,https://www.seriouseats.com/focaccia-di-recco-5214962,,0,8,95 mins,0,0,0,0
"Msakhan (Palestinian Flatbreads With Onion, Sumac, and Spiced Roast Chicken)",https://www.seriouseats.com/msakhan-recipe-5219618,,0,0,75 mins,0,0,0,0
"Sheet-Pan Chicken Thighs With Potatoes, Fennel, and Mustard-Beer Sauce Recipe",https://www.seriouseats.com/sheet-pan-chicken-potato-fennel-gratin-dinner,"1 1/2 pounds (680g; about 3 large) Yukon gold potatoes, sliced crosswise into 1/8-inch-thick rounds,1 large (1 pound; 450g) bulb fennel, stalks, and root end trimmed and bulb sliced lengthwise 1/8-inch-thick, fronds reserved,1 tablespoon extra-virgin olive oil,Kosher salt and freshly ground black pepper,8 bone-in, skin-on chicken thighs (about 3 pounds/1.3kg; see note),4 ounces (115g) sharp white cheddar cheese, finely grated, preferably with a Microplane grater,One (12-ounce; 355ml) can lager, pilsner, or pale ale,3 tablespoons (45ml) stone-ground (coarse) mustard,1 teaspoon sugar, or more to taste,2 tablespoons (30g) unsalted butter",6,8,75 mins,592,47,25,34
We Tested Backyard Pizza Ovens—Here Are Our 3 Favorites,https://www.seriouseats.com/best-backyard-pizza-ovens-review,,0,0,0,0,0,0,0
"Bacon, Cheese, and Kale Strata",https://www.seriouseats.com/bacon-cheese-and-kale-strata-5217605,,0,6,2 hrs 45 mins,0,0,0,0
The Best Simple Roast Turkey With Gravy Recipe,https://www.seriouseats.com/the-best-simple-roast-turkey-gravy-recipe,"1 whole turkey, neck and giblets reserved, about 10 to 12 pounds (4.5 to 5kg) (see note),Kosher salt and freshly ground black pepper,1 tablespoon (15ml) vegetable oil,1 large onion, roughly chopped,1 large carrot, peeled and roughly chopped,2 ribs celery, roughly chopped,1 1/2 quarts (about 1.5L) homemade or store-bought low-sodium chicken stock,2 bay leaves,1 teaspoon (5ml) soy sauce,3 tablespoons (45g) butter,1/4 cup (1 1/2 ounces) flour",7,12,5 hrs,378,51,3,17
Korean-Style Fire Chicken (Buldak) With Cheese Recipe,https://www.seriouseats.com/korean-style-fire-chicken-buldak-with-cheese,"1/2 cup (120ml) homemade brown chicken stock or store-bought, low-sodium chicken broth,1/2 cup (120ml) soy sauce,1/4 cup (60ml) Korean rice syrup (see note),1/4 cup (60ml; 60g) gochujang (Korean chili paste),1/4 cup (25g) fine ground gochugaru (Korean chili powder),2 tablespoons (30ml) toasted sesame oil,2 tablespoons (30ml) vegetable oil,8 large garlic cloves, minced,One (1-inch) piece fresh ginger, peeled and finely grated (about 1 tablespoon; 12g),2 fresh red chile peppers, stemmed and minced (see note),1 tablespoon (6g) freshly ground black pepper,1 cup (240ml) Sprite,4 bone-in, skin-on chicken thighs (about 1 1/2 pounds; 675g),6 ounces (170g) low-moisture mozzarella, shredded,2 scallions, thinly sliced,1 tablespoon (6g) toasted sesame seeds",13,4,110 mins,794,55,41,49
Easy Stuffed Roast Turkey With Giblet Gravy Recipe,https://www.seriouseats.com/herb-rubbed-roast-turkey-with-stuffing,"1 whole turkey, neck and giblets reserved, about 10 to 12 pounds (4.5 to 5.4kg),1 recipe classic sage and sausage stuffing or your favorite stuffing recipe, unbaked,12 tablespoons (1 1/2 sticks) butter, divided,1 tablespoon finely minced fresh thyme leaves (or 2 teaspoons dried thyme),1 tablespoon finely minced fresh sage leaves,1 tablespoon finely minced fresh rosemary leaves,2 medium garlic, minced or grated on microplane (about 2 teaspoons),Kosher salt and freshly ground black pepper,1 tablespoon vegetable oil,1 large onion, roughly chopped,1 large carrot, peeled and roughly chopped,3 stalks celery, roughly chopped,1 1/2 quarts homemade or store-bought low-sodium chicken stock,2 bay leaves,1 teaspoon soy sauce,1/4 teaspoon Marmite,1/4 cup flour",0,12,6 hrs,656,61,18,37
Easy Herb-Rubbed Turkey and Giblet Gravy Recipe,https://www.seriouseats.com/easy-herb-rubbed-turkey,"1 whole turkey, neck and giblets reserved, about 10 to 12 pounds (see note),12 tablespoons (1 1/2 sticks) butter, divided,1/2 cup finely minced parsley leaves,1 tablespoon finely minced fresh thyme leaves (or 2 teaspoons dried thyme),1 tablespoon finely minced fresh sage leaves,1 tablespoon finely minced fresh rosemary leaves,2 medium garlic, minced or grated on microplane (about 2 teaspoons),Kosher salt and freshly ground black pepper,1 tablespoon vegetable oil,1 large onion, roughly chopped,1 large carrot, peeled and roughly chopped,2 stalks celery, roughly chopped,1 1/2 quarts homemade or store-bought low-sodium chicken stock,2 bay leaves,1 teaspoon soy sauce,1/4 teaspoon Marmite,1/4 cup flour",6,12,5 hrs,486,56,3,27
Homemade Pistachio Paste Recipe,https://www.seriouseats.com/homemade-pistachio-paste,"9 ounces whole, raw pistachios, blanched and peeled; see notes (about 2 cups; 255g),10 ounces powdered sugar, preferably organic; more information here (about 2 1/2 cups; 280g),1/2 teaspoon (2g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight,1/4 teaspoon orange flower water, such as Cortas,2 ounces roasted pistachio oil, such as La Tourangelle (shy 1/3 cup; 55g),2 ounces water, optional (1/4 cup; 55g)",5,16,15 mins,187,4,23,10
Hazelnut Mascarpone Ice Cream Recipe,https://www.seriouseats.com/hazelnut-mascarpone-ice-cream,"9 ounce best-quality whole hazelnuts, toasted, skinned, and roughly chopped (shy 2 cups; 355g),10 ounces heavy cream (about 1 1/4 cups; 285g),8 ounces whole milk (about 1 cup; 225g),1 vanilla bean, split and scraped; seeds reserved (optional),6 ounces sugar (about 3/4 cup plus 2 tablespoons; 170g ),5 ounces egg yolk (shy 2/3 cup; 140g),3/4 teaspoon (3g) Diamond Crystal kosher salt, or more to taste; for table salt, use about half as much by volume or the same weight,8 ounces mascarpone, brought to approximately 70°F/21°C (about 1 cup; 225g),1/2 ounce vanilla extract; or Frangelico (about 1 tablespoon; 15g) (see notes)",0,8,12 hrs,433,7,26,34
"For the Best Pistachio Ice Cream, Toast the Nuts and Ditch the Paste",https://www.seriouseats.com/how-to-make-pistachio-ice-cream-from-scratch,,0,0,0,0,0,0,0
Homemade Pistachio Cream Recipe,https://www.seriouseats.com/homemade-pistachio-cream,"4 1/2 ounces Homemade Pistachio Paste (about 1/2 cup; 127g), chilled to about 40°F (4°C),12 ounces heavy cream (about 1 1/2 cups; 340g)",0,16,5 mins,136,2,3,13
